case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label,claude_hostility,claude_question_type,gpt_hostility,gpt_question_type
2010_08-1448,j__elena_kagan,14,"Well, do you actually have studies that show that video games are more harmful to minors than movies are?",zackery_p_morazzini,"--Sure, Your Honor. The California legislature was presented with substantial evidence that demonstrates that the interactive nature of violent -- of violent video games where the minor or the young adult is the aggressor, is the -- is the individual acting out this -- this obscene level of violence, if you will, is especially harmful to minors. It--",0.0,0,,,5,CHALLENGING
2010_08-1448,j__elena_kagan,16,"Suppose a new study suggested that movies were just as violent. Then, presumably, California could regulate movies just as it could regulate video games?",zackery_p_morazzini,"--Well, in the record, Your Honor, I believe it's the Gentile and Gentile study regarding violent video games as exemplary teachers. The authors there note that video games are not only exemplary teachers of pro-social activities, but also exemplary teachers of aggression, which was the fundamental concern of the California legislature in enacting this statute. So while the science is continually developing, indeed, it appears that studies are being released every month regarding--",0.0,0,,,4,HYPOTHETICAL
2010_08-1448,j__elena_kagan,43,"Mr. Morazzini, could I take you back to Justice Scalia's original question, which was what counts as deviant violence or morbid violence. Because I read your briefs all the way through and the only thing that I found you said that was clearly covered by this statute was Postal 2. But presumably the statute applies to more than one video game. So what else does it apply to? How many video games? What kind of video games? I mean, how would you describe in plain English what morbid violence is, what you have to see in a video game for it to be covered?",zackery_p_morazzini,"Justice Breyer, absolutely.",0.0,0,,,5,CHALLENGING
2010_08-1448,j__elena_kagan,45,So anything that has those kinds of violence counts?,zackery_p_morazzini,"Okay. Justice Kagan, I would go back to the language of the statute, and the statute covers video games where the range of options available to the player includes maiming, killing, dismembering, torturing, sexually assaulting, and those types of violence. So I would look to games where--",0.0,0,,,5,CLARIFYING
2010_08-1448,j__elena_kagan,47,"Well, so how do we separate violent games that are covered from violent games just as violent that are not covered?",zackery_p_morazzini,"--No, and then we would move to the three prongs of the Miller standard, Your Honor. We would look to see--",0.0,0,,,5,CLARIFYING
2010_08-1448,j__elena_kagan,53,So is what is covered here the mature category in the ratings? Is that what this statute covers? Is that what it's meant to cover?,zackery_p_morazzini,"--Justice Scalia, I am convinced that the video game industry will know what to do. They rate their video games every day on the basis of violence. They rate them for the intensity of the violence.",0.0,0,,,4,CLARIFYING
2010_08-1448,j__elena_kagan,55,Some but not all.,zackery_p_morazzini,"I believe that some mature-rated games would be covered, but not all.",0.0,0,,,4,CLARIFYING
2010_08-1448,j__elena_kagan,74,"So could I just make -- make sure I understand that, Mr. Morazzini, because as I understand the State has given up its argument that the interest protected by this law is an interest in preventing minors who see these games from going out and committing violent acts themselves; that the State is not saying that that's the interest in the law; is that correct? That instead the State is saying that the interest in the law is in protecting children's moral development generally?",zackery_p_morazzini,"--Yes, Justice Ginsburg. With regard to fighting words, the -- the societal interest in preventing acts of violence is -- is different than the concern at issue here today.",0.0,0,,,2,CLARIFYING
2010_08-1448,j__elena_kagan,157,"Well, Mr. Smith, is there any showing that the States could make that would satisfy you, that would say yes, that's a sufficient showing for this law to go forward? You know, I understand that you think that the current studies don't suggest much of anything about harm.",paul_m_smith,I think it's important to draw a distinction between harm that could be cognizable under the law and appropriateness. Families have different judgments that they make about their children at different ages and with different content and different family values.,1.0,0,,,5,CHALLENGING
2010_08-1448,j__elena_kagan,159,But are there studies that would be enough?,paul_m_smith,"No, they don't.",1.0,0,,,4,CLARIFYING
2010_08-1448,j__elena_kagan,167,"Mr. Smith, do you think all video games are speech in the first instance? Because you could look at these games and say they're the modern-day equivalent of Monopoly sets. They are games. They are things that people use to compete. You know, when you think about some of them -- the first video game was Pong. It was playing tennis on your TV. How is that speech at all?",paul_m_smith,"We do have a new medium here, Your Honor, but we have a history in this country of new mediums coming along and people vastly overreacting to them, thinking the sky is falling, our children are all going to be turned into criminals. It started with the crime novels of the late 19th century, which produced this raft of legislation which was never enforced. It started with comic books and movies in the 1950s. There were hearings across the street in the 1950s where social scientists came in and intoned to the Senate that half the juvenile delinquency in this country was being caused by reading comic books, and there was enormous pressure on the industry. They self -- they self-censored. We had television. We have rock lyrics. We have the Internet.",1.0,0,,,5,HYPOTHETICAL
2010_08-1448,j__elena_kagan,169,So are we going to separate video games into narrative video games and non-narrative video games?,paul_m_smith,"The games that we are talking about have narrative, events that are occurring, characters, and plot. That is exactly what the State has set out to regulate here. It says if these events occur here -- there is violence, one person is hurting another person -- it has to be a human being who is the victim -- and is doing it in a way that they find offensive in some way, we are going to regulate it. So obviously--",1.0,0,,,5,CHALLENGING
2010_08-1448,j__elena_kagan,264,You think Mortal Combat is prohibited by this statute?,zackery_p_morazzini,"--Again, minors as a class. So those under 18-years-old.",0.0,0,,,3,HYPOTHETICAL
2010_08-1448,j__elena_kagan,266,"It's a candidate, meaning, yes, a reasonable jury could find that Mortal Combat, which is an iconic game, which I am sure half of the clerks who work for us spend considerable amounts of time in their adolescence playing.",zackery_p_morazzini,"I believe it's a candidate, Your Honor, but I haven't played the game and been exposed to it sufficiently to judge for myself.",0.0,0,,,5,CHALLENGING
2010_09-10245,j__elena_kagan,66,"Mr. Heft, would you require those kinds of statements in the agreement or in the colloquy in order to satisfy the standard? Suppose those statements just didn't exist.",frank_w_heft_jr,"That is correct, Your Honor, and that's why we've asked the Court not to take a categorical approach to this issue, but to take either a case-by-case approach or a record-based analysis, to allow the district judge to determine, as Justice Ginsburg pointed out, what our -- you know, what is the--",0.0,1,,,4,CLARIFYING
2010_09-10245,j__elena_kagan,68,"Mr. Heft, that seems very complicated. You have to look at everything and you're not giving us a lot of guidance as to what you do when you -- when you see these things. I mean, this sort of case-by-case, all-things-considered approach just seems as though you're going to get a lot of inconsistent decisions.",frank_w_heft_jr,"--That's certainly problematic, Justice Kagan. If those -- if there was nothing in that plea agreement to tie the sentence to the -- the sentence -- the agreed sentence to the guidelines, that certainly would be problematic. But that doesn't resolve the issue one way or the other, because the judge would have to consider the presentence report to see if there's a connection or correlation between the agreed sentence and the guidelines, and also the judge could look at the guilty plea colloquy and sentencing transcript to see if the attorneys actually expressed their intent about where this sentence came from.",0.0,1,,,6,CHALLENGING
2010_09-10245,j__elena_kagan,109,"Well, I suppose--",frank_w_heft_jr,"It would -- Your Honor, I would submit it would depend on the nature of the -- the plea agreement, whether or not that sentence is -- is actually based -- going to be based on the guidelines.",0.0,1,,,4,CLARIFYING
2010_09-10245,j__elena_kagan,186,Defining Mr. Gannon--,curtis_e_gannon,--It is -- the test that we state in the subheading of that section of our brief is whether they're of legal consequence in the determination.,1.0,1,,,4,CLARIFYING
2010_09-10245,j__elena_kagan,188,--It's not a binding legal consequence post-Booker.,curtis_e_gannon,"Well, our -- the.",1.0,1,,,3,CLARIFYING
2010_09-10245,j__elena_kagan,190,So that's not your test. What is your test instead?,curtis_e_gannon,"The test that we have for -- the overarching test is whether it is of legal consequence, and the phrase that you're talking about on page 27 of our brief, Justice Kagan, is when we know that there is something that was of binding legal consequence and was controlling, we know that that is the thing that the sentence was based on.",1.0,1,,,4,CLARIFYING
2010_09-10245,j__elena_kagan,192,"Yes, but is -- is there some other instances in which you would say that something is based on, even though it's not of binding legal consequence?",curtis_e_gannon,"Well, that is -- in -- when something literally is controlling the analysis -- the parties' agreement here binds the district judge -- we know that that is what the sentence is based on. There isn't any -- any--",1.0,1,,,4,CLARIFYING
2010_09-10245,j__elena_kagan,194,"Well, then I'm back with Justice Scalia, because if it's only of legal consequence, not of binding legal consequence, if it's something that somebody considers rather than something that is determinative, it seems to me the same in the non-plea context and in the plea context.",curtis_e_gannon,"--Well, it would be of legal consequence even if it weren't controlling. This Court has -- has made clear even after Booker that under 3553(a), courts still need to go through the relevant guidelines analysis. They apply the guidelines. It may turn out that the sentence turns out not to be based on the relevant guideline range because the judge--",1.0,1,,,5,DEVILS_ADVOCATE
2010_09-10245,j__elena_kagan,234,But I thought you just told me that -- binding -- was not a part of the test anymore.,curtis_e_gannon,"--It is on the last page of the government's appendix which is the 16A of our brief. And I think that it differs in two regards. First of all, it -- it was a policy statement that even before Booker was not binding on the sentencing judge. The Commission determined that -- that this particular guideline was not binding on judges the same way other provisions in the guidelines where.",1.0,1,,,5,CHALLENGING
2010_09-10876,j__elena_kagan,179,"Well, what are the other--",gary_k_king,"Your Honor, I don't believe that that is the only purpose that this form 705 could be used for. It is the common purpose for this form, but it is a form that the lab uses in every circumstance. And indeed, as I said, in New Mexico law, the defendant can ask for a second test. They can have that done. It's done at the State's expense. They can have it done at any laboratory that they want to. But if they have the report done at the State lab, and they're entitled to have that done, they would utilize the same form.",1.0,1,,,4,CLARIFYING
2010_09-1088,j__elena_kagan,16,"Mr. Bilderback, I know that that's the principal fact that you rely upon that there's a difference, but could you give us a full catalogue of the facts that are different in the Federal court record from the facts that are different in the State court record? Was there anything other than the medical testimony and the billing sheets, or is that the extent of it?",james_w_bilderback_ii,"He did point to that, Your Honor. But we would note that the 6-1/2 hour conclusion drawn by the Ninth Circuit and drawn by the district court is not fairly supported by the record. But, putting that aside, the principal fact that we are focusing on that we think is a new and significant change in the factual posture of the case from the time he was in State court to the time that he was in Federal court is the diagnosis of organic brain damage by the expert, which is not simply the opinion of the expert, but a question of material fact that was relied upon by the Ninth Circuit in its decision to grant relief. The failure to ever tell the California Supreme Court that Petitioner has organic brain damage and the centrality of that factual determination on the Ninth Circuit's decisionmaking is -- was a substantial difference between the facts upon which the State -- with which the State court was presented and the facts that the Ninth Circuit granted -- rested its decision to grant relief.",0.0,0,,,4,CLARIFYING
2010_09-1088,j__elena_kagan,55,Although that--,james_w_bilderback_ii,"--Well, I would submit that we could bring some much-needed clarity to some of the confusion on these issues if the -- I think the plain language of 2254(d)(1), which is retrospective and contextual, is -- was -- is given its full force and effect.",0.0,0,,,4,CLARIFYING
2010_09-1088,j__elena_kagan,87,"--Well, Mr. Bilderback, going back to your question of what's a claim. So the claim here could be ineffective assistance at the penalty stage. Or you could be saying, no, the claim is ineffective assistance for failing to present evidence of organic brain damage. That would be a narrower understanding of the claim. Or still narrower, it might be ineffective assistance for failing to present evidence of a particular kind of brain damage, frontal lobe brain damage, which is what the new doctor said, as opposed to what the old doctor said, which was bipolar disorder. So how do we choose the level of generality, if you will, when we try to figure out what the claim is?",james_w_bilderback_ii,"--Well, depending on how the State court reacts to the new evidence. Yes, if the State court erects a procedural bar then, yeah, this Court's well-settled jurisprudence on the question of procedural bar is going to control whether or not we can reach the merits of the claim in Federal court. That's absolutely correct. But here part of the problem in the instant case is that the very nature of the claim that they presented precludes the conclusion that they could not have presented this evidence to the State court in the exercise of reasonable diligence. They have asserted that any reasonable attorney in 1984 at the time of the trial had to discover the organic brain damage diagnosis that Dr. Vinagradov offered in Federal court.",0.0,0,,,4,CLARIFYING
2010_09-1088,j__elena_kagan,139,"But, Mr. Kennedy, do you agree with the State that there are two thing at issue here, there is the new medical testimony and there is also the billing sheets?",sean_k_kennedy,"--Well, the State also says in its reply brief that it's not just the affidavits, it's the affidavits looked -- looked at against the backdrop of the whole State court record.",1.0,0,,,4,CLARIFYING
2010_09-1088,j__elena_kagan,141,"Oh, but that's not -- that was not presented as evidence in the State court, the billing sheets?",sean_k_kennedy,"Well, I -- I respectfully don't, because the billing sheets in our State, there is a procedure where counsel have to submit the billing sheets to the court, and where the information comes from is the clerk's transcript in this case from the State court record.",1.0,0,,,5,CHALLENGING
2010_09-1088,j__elena_kagan,146,"I think what's important is that they are not -- I mean, tell me if I am wrong, but they were not part of the State court record on which the State court made the 2254(d)(1) determination, is that right?",sean_k_kennedy,"In our State the -- the appointed counsel submits a 987 form under penalty of perjury saying these are the hours I worked; I want to be paid; and it happens in real time and it was done throughout the trial and it is part of the clerk's transcript and the reason the district court admitted them in this case, they were -- they were exhibits 67 through 72, and it's -- they were admitted because they were the records from the State court record, from the clerk's transcript.",1.0,0,,,4,CLARIFYING
2010_09-1088,j__elena_kagan,154,"I'm sorry, I don't know--",sean_k_kennedy,"--Oh I'm sorry, Your Honor, I didn't mean to say that. It's not in the evidentiary portion of the record before the jury; it is part of the State court record.",1.0,0,,,4,CLARIFYING
2010_09-11121,j__elena_kagan,61,"Do we need either imaginative powers or empirical data to know that when a 13-year-old is brought into a room in his school, taken out of class, four people are there, two are police officers, one is assistant principal, threatened with custody, that that person is not going to feel free to take off and leave?",barbara_s_blackman,I'm simply pointing out that the empirical data supports that. There are bases of knowledge from which--,0.0,1,,,5,CHALLENGING
2010_09-11121,j__elena_kagan,201,"General Cooper, I'm not sure how I understand or that I understand how this would be turning Miranda upside down. Miranda is already an incredibly complicated test about when those warnings need to be given, all right. So there are all manner of circumstances which go into the determination of whether a person would feel free to learn -- leave, whether a person would feel as though he were in custody, a thousand things, how many people are in the room, how long the interrogation is, where the interrogation is, the particular circumstances of the interrogation. So, this is not a bright line test, and all that we would be doing here would be adding an additional objective factor to an already multifaceted inquiry.",roy_cooper,"--Justice Sotomayor, I think it is already a significant factor in the voluntariness test, and I think particularly for young children, I think you're going to see that continue to occur.",1.0,1,,,5,CHALLENGING
2010_09-11121,j__elena_kagan,225,"Counsel, do you agree with the solicitor general's view that a blind person should be treated as a blind person for -- for these purposes?",roy_cooper,"--And, Your Honor, you are right. There are other categorical prohibitions on age across the board in our law, but here what we're doing is asking officers to assess each situation based on the particular age of a juvenile, which makes it all the more difficult for the officer. You know, say for example that you're at a Terry stop and there are a number of juvenile-looking people there. Let's say they're 15 to 19, but the officer doesn't know it. He's at the Terry stop. He's going to be faced with, potentially, Mirandizing some of the people there and not -- not others. That's going to put law enforcement in an untenable situation and make it very complex for them as to when they read Miranda and they don't. And I think in addition to--",1.0,1,,,4,CLARIFYING
2010_09-11121,j__elena_kagan,227,And a deaf person should be treated as a deaf person for these purposes?,roy_cooper,"--I think I do, Your Honor, because--",1.0,1,,,4,CLARIFYING
2010_09-11121,j__elena_kagan,229,"As is youth. As is youth, an obvious external circumstance that this boy was 13 years old.",roy_cooper,--It's an obvious external circumstance.,1.0,1,,,3,SUPPORTIVE
2010_09-11121,j__elena_kagan,231,"You know, I don't agree with that. You are trying to understand this situation as the blind person would have seen it or as the deaf person would have seen it or as the 13-year-old would have seen it, and I don't understand why it's different.",roy_cooper,But you don't have to get into the mind of the blind person or the deaf person. The only issue is whether they have acquired the knowledge in order to be able to put it into the--,1.0,1,,,6,CHALLENGING
2010_09-11121,j__elena_kagan,245,"But that's all we're doing with the young person. And in fact, most of us, many of us, have a great deal more experience understanding the world through the eyes of a young person or children, perhaps, than understanding the eyes -- the world through the eyes of a severely sensory deprived person. We're asking the exact same thing in both contexts: What is this person -- what is this -- what do the objective circumstances appear to a person in this situation?",eric_j_feigin,"Well, Your Honor, I think the critical difference between blindness, deafness, and other sensory disabilities and age is what Justice Scalia said a few minutes ago, which is, in the case of a blind or deaf person, you can try to figure out what the circumstances surrounding the interrogation that are observable to that person are, and then--",2.0,1,,,5,CHALLENGING
2010_09-11121,j__elena_kagan,258,Mr. Feigin--,eric_j_feigin,"--I think it's very unrealistic that every time an officer opens their mouth they have to give Miranda warnings, and I think it would fundamentally change the nature of police interactions with the public. The Court -- and the other reason the Court has never required it is that voluntary statements, the Court made clear in two cases last term again, Maryland v. Jasper, and Berkeley v. Thompkins, are a good thing, and there -- voluntary confessions are a good thing, they're very helpful for law enforcement.",2.0,1,,,4,CLARIFYING
2010_09-11121,j__elena_kagan,260,--I'm sorry.,eric_j_feigin,And there's no reason to--,2.0,1,,,4,CLARIFYING
2010_09-11121,j__elena_kagan,262,"Do you think that a 00 a person with Down's syndrome, that that should be taken into account in this inquiry?",eric_j_feigin,--Please.,2.0,1,,,4,CLARIFYING
2010_09-11311,j__elena_kagan,68,"Mr. Marsh, I take it that you would agree that (b)(1)(B) is a violent felony under -- under ACCA; is that right?",william_e_marsh,"--Your Honor, the best definition of ""aggressive"" that I've seen was in the First Circuit opinion in the Herrick case which is cited in our brief, which the First Circuit refers to as forceful action, especially where intended to dominate or master. But on general everyday language, it strikes me that when a law enforcement officer wants somebody to stop, whether they're in a vehicle or not, the fight or flee sort of comes into play. And the person who responds by going toward the police officer and resisting in that way, which is the first part of this Indiana statute, would be acting in an aggressive way. The person who flees is not acting in an aggressive way. They're trying to avoid the confrontation, trying to get away from the law enforcement.",0.0,1,,,2,CLARIFYING
2010_09-11311,j__elena_kagan,70,"Well, if we think that (b)(1)(B) is a violent felony under ACCA and we know that (b)(1)(A) and (b)(1)(B) can receive the same punishment, that they're both classed as a class D felony, why should we make the distinction between the two under ACCA?",william_e_marsh,"Your Honor, it may very well be. It certainly would satisfy the risk element, similar in risk to the Begay case. I think it would still have to be decided whether it's violent and aggressive, but it may very well be.",0.0,1,,,5,CHALLENGING
2010_09-11311,j__elena_kagan,73,"But these are not nested offenses. These are not -- these are not lesser included offenses. Each has an element that the other lacks, and both are classed with -- apparently that the -- that the State thinks of them as equally severe. And if one is a violent felony under ACCA, there's an argument that the other should be treated in the exact same way.",william_e_marsh,"Your Honor, I would suggest because the Indiana General Assembly has decided in enacting this legislation that some vehicular fleeing presents a substantial risk of bodily injury to another and some doesn't, and they've drawn this distinction.",0.0,1,,,5,CHALLENGING
2010_09-11311,j__elena_kagan,136,"Well, Mr. Wall, wouldn't that suggest that if I just ran from a police officer, it would be a violent felony under ACCA?",jeffrey_b_wall,"--That's right, but I -- the Court has talked about, even in Chambers, about the risk of a violent confrontation with law enforcement officials, and it's done that under the Begay part of the test. And whereas that confrontation is only possible with burglary, it's necessary with this crime. It requires that an officer order you to stop and that you flee. So that -- that confrontation, which is only a possibility with burglary or attempted burglary, is elevated to a certainty with this offense.",1.0,1,,,5,HYPOTHETICAL
2010_09-11311,j__elena_kagan,154,"Mr. Wall, do you think that speeding or drag racing qualifies under your understanding of the test?",jeffrey_b_wall,"--But it's very -- it's hard to see what the difference would be between this and escape from custody. And this Court clearly indicated in -- in Chambers that escape from custody was different from failure to report under the statute in front of it. And I think this is as dangerous, maybe even more dangerous than escape from custody. If the Court were going to say that all running away could not be aggressive within the meaning of that word for Begay purposes, so too escape from a maximum security Federal prison, which in some sense is just running away, but it is extremely aggressive and it's extremely risky to others.",1.0,1,,,4,HYPOTHETICAL
2010_09-11311,j__elena_kagan,166,"But Mr. Wall, suppose they were? I understand your point that they're not, and you might be right about that. But let's suppose that they were. Let's suppose you had a three-tier set-up. One was simple flight; one was flight that causes risk of injury; one that is a flight that causes injury. And let's even say that the simple flight -- no, let's -- let's call them all felonies, but different classes of felonies. What would happen in that case? Would you still be here saying that the simple flight felony is a violent crime?",jeffrey_b_wall,"It's the vehicular flight offense. And one -- you know, I will take one issue with -- with -- you know, what my friend on the other side has said, which is (A) and (B) are not tiered, they're not greater and lesser offenses under State law.",1.0,1,,,4,HYPOTHETICAL
2010_09-11311,j__elena_kagan,168,"I -- I asked my clerk to just do a survey of the States, and he came up with -- and I'm sure that this is rough -- but that 46 of the States have these tiered systems. Now, there may be some questions as to some of them, like you've raised some questions about Indiana's, but that 46 States essentially conceive of this as two different kinds of conduct, one which is the violent kind and the other which is the not violent crime.",jeffrey_b_wall,"Yes. It's a tougher case, but we would be here saying that, because when you're looking at an offense categorically, for instance arson, you've got to look at all fires, all intentionally set fires, the ones that don't hurt anybody, the ones that do, and the ones that kill people, even though the fires that kill people will be prosecutable in most jurisdictions as a greater offense, like felony murder. And so when you're looking at it categorically you have got to look at all of the conduct in that category, even conduct that may be prosecutable under some greater offense. I think, you know, the other side sort of relies on this assumption that all conduct which might satisfy the greater will necessarily be prosecuted under the greater; and as a legal matter, it's included within the lesser and as a factual matter it's just not true that it always gets prosecuted under that greater offense. So it would be a tougher case. It would make our case more difficult, but I think legally and factually the government's answer would be the same.",1.0,1,,,5,CHALLENGING
2010_09-11311,j__elena_kagan,204,"Well, on this question of whether this statute is greater or lesser, it's greater or lesser if you just understand (b)(1)(A) as confined to vehicular flight. In other words, if one looks only at vehicular flight, then (b)(1)(A) and (b)(1)(B) are indeed greater or lesser offenses.",jeffrey_b_wall,"--Justice Breyer, I don't think so. If the Court were to affirm here, what that would mean is that the offense of flight is a violent felony insofar as you have a predicate conviction under a State statute where it's been punishable by up to a year, and so it could qualify for ACCA coverage. Now, some State convictions will have been treated as misdemeanors and won't be eligible for ACCA, but to the extent the State treats it as a felony it's risky enough to satisfy the residual clause. Now, if the Court treats (A) and (B) as what they are not, which is greater or lesser, then yes, I think there will be problems with various State statutes, as Justice Kagan pointed out, and this Court may have to clear it up down the road. But if it treats this basic offense as what it is, not a greater or lesser, but alternative means of proving a single offense that is risky, that would, I think, would take care of all flight cases going forward.",1.0,1,,,5,CLARIFYING
2010_09-11311,j__elena_kagan,206,"Do you think that if I flee in a vehicle, I could be prosecuted under both and receive sentences under both?",jeffrey_b_wall,"Yes, Justice Kagan, if you're looking only -- I take it you're looking only at the vehicle prong of (B), but the test in Schmuck is whether it's impossible to -- to commit the greater without committing the lesser. It's not impossible to commit (B), because it does have the two other prongs, and I think--",1.0,1,,,5,HYPOTHETICAL
